seed,label,spatial_dim,energy_gamma,energy_total,energy_cost,bandwidth,no_signaling,spatial_exclusion,exclusion_radius,interaction_rate,spawn_rate,nsteps,max_subsystems,siteN_final,totalN_final,R_final,E_final,modifier_final,fit_type,alpha_site,power_r2,exp_rate,exp_r2,frontier_speed,frontier_r2,fit_t_start,fit_t_end,saturated,sat_t_index
10,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4341.0,11079.0,11.660689494047354,0.0,1.0,power_law,2.24923632383646,0.9991585734125777,0.009083543560834323,0.9407924896408248,0.02062691607923064,0.9646352651951485,71,500,0,-1
11,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4144.0,10676.0,10.510542553517421,0.0,1.0,power_law,2.4256602745557223,0.9964787894554353,0.009731156417359844,0.9258827807952481,0.01868965950489416,0.9829355133879353,71,500,0,-1
12,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4234.0,10762.0,9.936863959878796,0.0,1.0,power_law,2.12954521484003,0.998501637448957,0.008684966271289259,0.9588050566022833,0.019835146482242275,0.9903436947340051,71,500,0,-1
13,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4397.0,11321.0,10.491515575785042,0.0,1.0,power_law,1.9835179473113598,0.9995664882104512,0.008041608373663803,0.9485151017748766,0.017227653262091535,0.9848305553507161,71,500,0,-1
14,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4541.0,11625.0,11.313146155854316,0.0,1.0,power_law,2.228551953786047,0.9987390353443796,0.00902159151383972,0.9449129673470689,0.0208984003175138,0.9719090320728008,71,500,0,-1
15,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4124.0,10616.0,10.798031638838818,0.0,1.0,power_law,2.494859234964073,0.9979297328700941,0.009996722024171399,0.9250007688119268,0.02196365446311842,0.9904154497923406,71,500,0,-1
16,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4258.0,10958.0,10.904495189617318,0.0,1.0,power_law,2.41831883046459,0.9929363288033077,0.009620980336781921,0.9073021346218381,0.018870364033638367,0.9785881446425903,71,500,0,-1
17,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4618.0,11716.0,11.512317032041546,0.0,1.0,power_law,2.0536800149599306,0.9997162218587138,0.008316669292428188,0.9465183615284356,0.02208234535906453,0.9862271291042498,71,500,0,-1
18,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4396.0,11220.0,11.096179815838369,0.0,1.0,power_law,2.1686152701847288,0.9990632905316162,0.008826270813379819,0.9554357091264288,0.022490934805428773,0.9842080782079272,71,500,0,-1
19,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,3574.0,9280.0,8.94316924605212,0.0,1.0,power_law,2.5725351880934184,0.9926991472829985,0.010226937589404555,0.905743456831946,0.01833314067436615,0.9891167594501367,71,500,0,-1
20,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4441.0,11355.0,11.038056245270335,0.0,1.0,power_law,2.0232650680111495,0.9985987551573682,0.00825304836548347,0.9592531344466354,0.02053417795152958,0.987668708484309,71,500,0,-1
21,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4751.0,12225.0,13.038568951882969,0.0,1.0,power_law,2.1636227875886678,0.9994968810939151,0.008727184795233501,0.9388272501467051,0.023553796817758817,0.9662675806051189,71,500,0,-1
22,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,3378.0,8776.0,9.039609983092122,0.0,1.0,power_law,2.5442635814482455,0.9953965491772707,0.010189364700619891,0.9216905499350371,0.01714731414023653,0.9949714798797262,71,500,0,-1
23,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4027.0,10271.0,10.910853820737602,0.0,1.0,power_law,2.415825149089192,0.9956528974318584,0.009629431160541047,0.9132658631805688,0.019725039180222222,0.986993765576801,71,500,0,-1
24,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4014.0,10294.0,10.086492351763326,0.0,1.0,power_law,2.286616242862695,0.9986553099313897,0.009183831510163614,0.9300276385078559,0.019857159235854953,0.9896996366803582,71,500,0,-1
25,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,3527.0,9193.0,9.794008443569291,0.0,1.0,power_law,2.32645796552531,0.9976518860032677,0.009420728114157928,0.9444447154407589,0.018783631318987387,0.9845800274135961,71,500,0,-1
26,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4332.0,11094.0,10.063408767381333,0.0,1.0,power_law,2.535805244019986,0.9950696347856769,0.010106179557172057,0.9124618080108526,0.01853866206511385,0.9903141257421852,71,500,0,-1
27,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4064.0,10350.0,10.336006814558347,0.0,1.0,power_law,2.7052367665221837,0.992561916623144,0.010737694629883134,0.9027929025920739,0.01965614248483659,0.9897892111379559,71,500,0,-1
28,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,4182.0,10654.0,9.761227272372023,0.0,1.0,power_law,2.1712895685392675,0.9994409612953588,0.008812396098486563,0.9504486649834133,0.018908478116942944,0.9317654694541734,71,500,0,-1
29,v2_dim2,2,0.0,,1.0,4,1,1,0.15,0.08,0.03,500,20000,3900.0,10190.0,10.354283932668734,0.0,1.0,power_law,2.8645537109575403,0.9838736980329016,0.011257228219691943,0.8772176183583061,0.02116135116496317,0.9942615027937408,71,500,0,-1
