t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
1406,22,1,21,0,0,0,0.020908662160037728,0.016933906922174422,0.003974755237863305,0.020925110132158586,0.017085095863319234,0.003840014268839353,0.15043290043290045,4.54331215110288,0.0018202529183079506,1.0
1407,28,9,19,0,0,0,0.020879120879120878,0.016921333385439056,0.003957787493681822,0.020892896415218822,0.017087912087912088,0.0038049843273067346,0.15043290043290045,4.545270961645973,0.0018328376141855376,1.0
1408,24,9,15,0,0,0,0.020849662956576264,0.01691142009061084,0.003938242865965422,0.02063666300768386,0.017091668498571116,0.0035449945091127442,0.15043290043290045,4.547225987318778,0.001841089030739372,1.0
1409,30,8,22,0,0,0,0.0208235478315328,0.016896901584328418,0.003926646247204381,0.02063213345039508,0.017077590467299984,0.0035545429830950957,0.15043290043290045,4.549186951683761,0.0018487228657180239,1.0
1410,27,6,21,1,0,1,0.020804004379790395,0.016922057160681563,0.003881947219108832,0.02063213345039508,0.017083218895907717,0.0035489145544873625,0.15043290043290045,4.551157629503786,0.001855599682527955,1.0
1411,30,6,24,0,0,0,0.02078449757774652,0.016906236609403606,0.0038782609683429142,0.02062308029837648,0.017076652756424334,0.003546427541952144,0.15043290043290045,4.5531570261015935,0.001862460306261032,1.0
1412,33,3,30,2,0,2,0.020774757888159946,0.016964320454457026,0.0038104374337029207,0.0206276058810621,0.017180810187726426,0.0034467956933356726,0.15043290043290045,4.555147130814632,0.0018648866314703186,1.0
1413,17,1,16,0,0,0,0.020771513353115723,0.016953765991367577,0.003817747361748145,0.02064119455423803,0.017130620985010708,0.003510573569227321,0.15043290043290045,4.557143680685378,0.0018672833290596766,1.0
1414,23,3,20,0,0,0,0.02076178582578832,0.016940591366515136,0.0038211944592731854,0.02064119455423803,0.017123099720103178,0.003518094834134851,0.15043290043290045,4.559136135433597,0.001867539760851262,1.0
1415,22,3,19,0,0,0,0.02075206740521142,0.016928094424600092,0.0038239729806113266,0.020659340659340657,0.017062599440390628,0.0035967412189500288,0.15043290043290045,4.5611294985663005,0.0018667826308225706,1.0
1416,20,7,13,0,0,0,0.020729426433915208,0.016919554503473166,0.0038098719304420423,0.02063666300768386,0.01691099763904903,0.0037256653686348305,0.15043290043290045,4.563146624971863,0.0018664879691893336,1.0
1417,30,7,23,1,0,1,0.02070683481239296,0.016943238213399502,0.0037635965989934565,0.020614035087719293,0.016961247118234712,0.0036527879694845805,0.15043290043290045,4.565151825830359,0.0018617489865316588,1.0
1418,18,2,16,0,0,0,0.020700389105058364,0.016932734035957842,0.003767655069100522,0.02062308029837648,0.016966835053810674,0.003656245244565804,0.15043290043290045,4.567136710715751,0.0018549202464100297,1.0
1419,22,4,18,0,0,0,0.020687509721574113,0.016920932393711764,0.0037665773278623485,0.0206276058810621,0.01696590347553945,0.0036617024055226495,0.15043290043290045,4.5690949239012655,0.0018460364853400697,1.0
1420,20,5,15,0,0,0,0.020671433012123094,0.01691111025115127,0.0037603227609718237,0.020614035087719293,0.01691099763904903,0.0037030374486702634,0.15043290043290045,4.571077525833072,0.0018403573748250479,1.0
1421,25,4,21,0,0,0,0.02065858962410686,0.016897378393009047,0.003761211231097815,0.020403685827117154,0.0169054283989242,0.0034982574281929545,0.15043290043290045,4.573050732291013,0.001830526907058865,1.0
1422,32,9,23,1,0,1,0.02062975027144408,0.01692099671624493,0.0037087535551991527,0.020372398685651695,0.016954732510288065,0.0034176661753636296,0.15043290043290045,4.575006763841999,0.0018185852058592935,1.0
1423,21,7,14,0,0,0,0.020607375271149673,0.016911849878373682,0.0036955253927759904,0.020376862401402275,0.016957523872242343,0.003419338529159932,0.15043290043290045,4.576917625352932,0.0018029440617282637,1.0
1424,22,2,20,0,0,0,0.020600991325898387,0.01689880010802886,0.0037021912178695285,0.020376862401402275,0.0169584545304868,0.0034184078709154735,0.15043290043290045,4.578801458961304,0.0017877471210692344,1.0
1425,21,6,15,0,0,0,0.0205818632002476,0.016889025989049126,0.003692837211198473,0.020175438596491225,0.016904500548847422,0.003270938047643803,0.15043290043290045,4.580670745005243,0.0017721906554102266,1.0
1426,20,2,18,0,0,0,0.020575495049504948,0.01687731196054254,0.0036981830889624076,0.019982433025911284,0.016909140818007137,0.003073292207904147,0.15043290043290045,4.58251787002113,0.0017548103413223665,1.0
