t,captures_total,captures_in,captures_out,M_total,M_in,M_out,frac_M_in_cum,frac_M_out_cum,delta_cum,frac_M_in_roll,frac_M_out_roll,delta_roll,locked_like,mean_edge_mem,mean_theta_step,lambda_in_factor
8200,25,7,18,0,0,0,0.01842112434258931,0.018227882309225417,0.0001932420333638947,0.015245249668581526,0.019584179055351363,-0.004338929386769837,0.15043290043290045,6.334644670489977,0.0015489854247646771,1.1633519999245618
8201,39,8,31,1,0,1,0.018417109385642283,0.018230820150493765,0.00018628923514851792,0.015248618784530384,0.019621814195670047,-0.004373195411139664,0.15043290043290045,6.33518449569547,0.0015791976993794986,1.1667398431321432
8202,20,7,13,0,0,0,0.018413597733711047,0.018229219432793684,0.00018437830091736288,0.015235151247516005,0.01962826909370031,-0.004393117846184307,0.15043290043290045,6.335790099537215,0.0016093131071683066,1.1699776317355075
8203,25,6,19,0,0,0,0.0184105888120268,0.018226880427882602,0.0001837083841441968,0.015248618784530384,0.019574514749424277,-0.004325895964893894,0.15043290043290045,6.336454139256156,0.0016376178114215546,1.1730624519434558
8204,26,4,22,0,0,0,0.018408583410489624,0.018224172856178257,0.00018441055431136708,0.015251989389920421,0.019576661548585218,-0.0043246721586647965,0.15043290043290045,6.337154553660975,0.00166272807659375,1.17599152762602
8205,26,6,20,0,0,0,0.018405576127205402,0.018221712125303807,0.0001838640019015958,0.015248618784530384,0.019574514749424277,-0.004325895964893894,0.15043290043290045,6.3378888111985825,0.001686431642288539,1.1787622228127899
8206,20,3,17,4,0,4,0.01840407285399254,0.018246623058385144,0.00015744979560739641,0.015245249668581526,0.01979492241048418,-0.004549672741902655,0.15043290043290045,6.3386893501460495,0.001711947856163186,1.1813720440651192
8207,26,5,21,0,0,0,0.018401567944250873,0.018244036771554693,0.00015753117269617922,0.015248618784530384,0.019781905857855223,-0.00453328707332484,0.15043290043290045,6.339526523440567,0.0017335121681669432,1.1838186427200355
8208,29,4,25,0,0,0,0.018399564507348937,0.018240958814438903,0.00015860569291003407,0.015248618784530384,0.019716304288296183,-0.004467685503765799,0.15043290043290045,6.340413929975699,0.00175511114053152,1.18609981700389
8209,18,4,14,1,0,1,0.01839756150664054,0.018245983386978144,0.000151578119662394,0.015265486725663713,0.01976998904709748,-0.004504502321433767,0.15043290043290045,6.3413318928540665,0.0017736490941329325,1.1882135140138015
8210,26,5,21,0,0,0,0.018395058368935208,0.01824339823773091,0.0001516601312042988,0.015258735072976556,0.019655078018067342,-0.004396342945090786,0.15043290043290045,6.342267182118178,0.001789707957118936,1.1901578315651318
8211,23,10,13,0,0,0,0.01839005413640197,0.018241798274315088,0.00014825586208688096,0.015020985199911638,0.019656154183092422,-0.004635168983180784,0.15043290043290045,6.343212672843776,0.0018038394279564034,1.191931019903322
8212,21,6,15,0,0,0,0.01838705290357677,0.01823995251136624,0.00014710039221052865,0.015014351954073744,0.01965938338535677,-0.004645031431283026,0.15043290043290045,6.344177659760598,0.0018175516867761047,1.1935314832785544
8213,26,6,20,0,0,0,0.018384052650186288,0.018237492075054294,0.00014656057513199455,0.015001103022281047,0.019604621871748534,-0.004603518849467487,0.15043290043290045,6.345154327721877,0.001829250239911203,1.1949577813818193
8214,20,5,15,1,0,1,0.018381553186860997,0.018242391135749016,0.00013916205111198093,0.014991181657848322,0.019665844973979732,-0.00467466331613141,0.15043290043290045,6.346147229307655,0.0018400703710826703,1.1962086306410962
8215,24,4,20,2,0,2,0.018379554105492114,0.018253417036972103,0.00012613706852001097,0.014997794441993822,0.019768906412573242,-0.00477111197057942,0.15043290043290045,6.347152422671835,0.0018492174261240456,1.1972829053764813
8216,22,5,17,1,1,0,0.018404240859045806,0.018251324856052537,0.0001529160029932683,0.015214994487320836,0.019764577059950727,-0.004549582572629891,0.15043290043290045,6.3481794068676045,0.0018579285841275617,1.198179638813224
8217,25,9,16,1,1,0,0.01842691743219003,0.018249356182668843,0.00017756124952118812,0.015198237885462552,0.019656154183092422,-0.00445791629762987,0.15043290043290045,6.3492443416696345,0.0018668150365265552,1.198898023951759
8218,19,3,16,0,0,0,0.018425415115362664,0.018247387933940006,0.0001780271814226589,0.015208287414591137,0.019609991235758108,-0.004401703821166971,0.15043290043290045,6.350331813720943,0.0018729493012373402,1.1994374142939517
8219,23,5,18,1,0,1,0.018422911798271834,0.01825191415938747,0.00017099763888436467,0.015204936095196119,0.01961321426614803,-0.004408278170951912,0.15043290043290045,6.351415044738189,0.0018752747585898191,1.199797324424901
8220,26,4,22,1,1,0,0.018448079117535186,0.018249208167666287,0.0001988709498688991,0.015421899096717335,0.019617513288399363,-0.004195614191682028,0.15043290043290045,6.352513794495102,0.00187809684736717,1.199977430449783
8221,25,5,20,0,0,0,0.018445573334057754,0.018246748871369855,0.00019882446268789863,0.015432098765432096,0.019611065461517394,-0.004178966696085298,0.15043290043290045,6.353607456774798,0.001877677689224088,1.1999775702853315
8222,21,1,20,0,0,0,0.01844507225904596,0.018244290237822543,0.0002007820212234189,0.015452538631346576,0.019609991235758108,-0.004157452604411532,0.15043290043290045,6.354701923709064,0.0018764698800387285,1.1997977438057046
8223,27,6,21,0,0,0,0.018442066380574718,0.01824170938558851,0.00020035699498620677,0.015445719329214472,0.01959818251491761,-0.004152463185703139,0.15043290043290045,6.355787030050154,0.0018729880977556188,1.1994381128425955
